Body Frame,Type of Hair,Color of Hair,Skin,Complexion,Body Weight,Nails,Size and Color of the Teeth,Pace of Performing Work,Mental Activity,Memory,Sleep Pattern,Weather Conditions,Reaction under Adverse Situations,Mood,Eating Habit,Hunger,Body Temperature,Joints,Nature,Body Energy,Quality of Voice,Dreams,Social Relations,Body Odor,Dosha
Well Built,Normal,Brown,"Soft,Sweating",Glowing,Overweight,Blackish,"Irregular,Blackish",Slow,Stable,Good Memory,Less,Dislike Cold,Calm,Changes Slowly,Improper Chewing,Irregular,Less than Normal,Healthy,"Egoistic,Fearless",Low,Fast,Water,Introvert,Strong,Kapha
Medium,Dry,Brown,"Dry,Rough",Glowing,Overweight,Blackish,"Large,White",Medium,Restless,Long Term,Sleepy,Dislike Heat,Anger,Constant,Irregular Chewing,Irregular,Normal,Heavy,"Egoistic,Fearless",High,Rough,Fire,Ambivert,Mild,Vata
Medium,Greasy,Brown,"Dry,Rough",Pinkish,Overweight,Redish,"Large,White",Slow,Restless,Good Memory,Sleepy,Dislike Cold,Anxiety,Changes Quickly,Improper Chewing,Skips Meal,Normal,Heavy,"Jealous,Fearful",Low,Rough,Water,Extrovert,Negligible,Kapha
Medium,Greasy,Brown,"Moist,Greasy",Dark,Overweight,Blackish,"Large,White",Medium,Aggressive,Short term,Moderate,Dislike Heat,Anxiety,Changes Slowly,Proper Chewing,Irregular,Less than Normal,Healthy,"Jealous,Fearful",High,Fast,Water,Introvert,Strong,Pitta
Thin and Lean,Greasy,Grey,"Dry,Rough",Dark,Underweight,Pinkish,"Irregular,Blackish",Medium,Stable,Long Term,Sleepy,Dislike Heat,Anger,Changes Quickly,Proper Chewing,Sudden and Sharp,Less than Normal,Heavy,"Jealous,Fearful",Low,Fast,Sky,Extrovert,Mild,Kapha
Well Built,Normal,Brown,"Dry,Rough",Dark,Underweight,Redish,"Medium,Yellowish",Slow,Stable,Long Term,Sleepy,Dislike Moist,Anxiety,Constant,Proper Chewing,Irregular,Less than Normal,Weak,"Egoistic,Fearless",Medium,Deep,Water,Ambivert,Negligible,Kapha
Thin and Lean,Dry,Grey,"Moist,Greasy",Pinkish,Underweight,Blackish,"Irregular,Blackish",Medium,Restless,Short term,Moderate,Dislike Heat,Anger,Changes Quickly,Improper Chewing,Skips Meal,Normal,Healthy,"Egoistic,Fearless",Medium,Deep,Sky,Ambivert,Mild,Pitta
Thin and Lean,Dry,Grey,"Soft,Sweating",Glowing,Normal,Redish,"Medium,Yellowish",Slow,Stable,Good Memory,Sleepy,Dislike Moist,Anxiety,Constant,Irregular Chewing,Sudden and Sharp,Normal,Weak,"Jealous,Fearful",Low,Rough,Sky,Extrovert,Strong,Kapha
Medium,Greasy,Black,"Dry,Rough",Glowing,Normal,Blackish,"Irregular,Blackish",Medium,Aggressive,Good Memory,Moderate,Dislike Cold,Calm,Changes Quickly,Proper Chewing,Irregular,More than Normal,Healthy,"Jealous,Fearful",Medium,Rough,Water,Introvert,Strong,Pitta
Well Built,Greasy,Grey,"Dry,Rough",Pinkish,Underweight,Redish,"Large,White",Slow,Restless,Long Term,Moderate,Dislike Cold,Anger,Changes Quickly,Irregular Chewing,Sudden and Sharp,Normal,Heavy,"Forgiving,Grateful",High,Deep,Water,Introvert,Strong,Kapha
Medium,Normal,Brown,"Moist,Greasy",Pinkish,Overweight,Blackish,"Irregular,Blackish",Fast,Stable,Good Memory,Sleepy,Dislike Moist,Anger,Changes Quickly,Proper Chewing,Sudden and Sharp,Less than Normal,Healthy,"Jealous,Fearful",High,Deep,Water,Introvert,Mild,Pitta
Thin and Lean,Normal,Black,"Moist,Greasy",Dark,Normal,Pinkish,"Irregular,Blackish",Fast,Aggressive,Good Memory,Sleepy,Dislike Heat,Anxiety,Changes Quickly,Proper Chewing,Skips Meal,Normal,Heavy,"Jealous,Fearful",High,Fast,Fire,Extrovert,Mild,Pitta
Well Built,Greasy,Brown,"Dry,Rough",Glowing,Underweight,Pinkish,"Medium,Yellowish",Fast,Restless,Long Term,Less,Dislike Cold,Anger,Constant,Irregular Chewing,Skips Meal,Normal,Heavy,"Jealous,Fearful",High,Rough,Water,Extrovert,Mild,Kapha
Medium,Greasy,Black,"Dry,Rough",Pinkish,Overweight,Redish,"Irregular,Blackish",Medium,Aggressive,Long Term,Less,Dislike Heat,Anxiety,Changes Quickly,Irregular Chewing,Sudden and Sharp,More than Normal,Heavy,"Egoistic,Fearless",Low,Rough,Fire,Introvert,Strong,Kapha
Medium,Normal,Grey,"Dry,Rough",Dark,Normal,Pinkish,"Large,White",Medium,Restless,Short term,Less,Dislike Moist,Anxiety,Changes Quickly,Irregular Chewing,Irregular,More than Normal,Weak,"Egoistic,Fearless",Low,Fast,Sky,Ambivert,Negligible,Pitta
Medium,Dry,Black,"Moist,Greasy",Glowing,Overweight,Pinkish,"Large,White",Slow,Stable,Long Term,Moderate,Dislike Cold,Anger,Constant,Irregular Chewing,Skips Meal,Less than Normal,Healthy,"Forgiving,Grateful",Low,Deep,Water,Introvert,Negligible,Kapha
Thin and Lean,Greasy,Black,"Moist,Greasy",Dark,Normal,Pinkish,"Irregular,Blackish",Slow,Stable,Short term,Moderate,Dislike Cold,Anger,Changes Slowly,Improper Chewing,Skips Meal,Less than Normal,Heavy,"Jealous,Fearful",High,Rough,Sky,Extrovert,Negligible,Kapha
Well Built,Greasy,Black,"Dry,Rough",Glowing,Overweight,Redish,"Irregular,Blackish",Medium,Stable,Good Memory,Less,Dislike Heat,Calm,Changes Quickly,Proper Chewing,Skips Meal,Normal,Weak,"Jealous,Fearful",High,Deep,Sky,Introvert,Negligible,Kapha
Medium,Greasy,Grey,"Dry,Rough",Glowing,Underweight,Pinkish,"Large,White",Medium,Stable,Long Term,Sleepy,Dislike Cold,Anger,Constant,Irregular Chewing,Irregular,Normal,Healthy,"Forgiving,Grateful",High,Fast,Sky,Ambivert,Strong,Pitta
Thin and Lean,Normal,Brown,"Soft,Sweating",Glowing,Normal,Redish,"Medium,Yellowish",Slow,Stable,Good Memory,Moderate,Dislike Heat,Anxiety,Changes Quickly,Irregular Chewing,Irregular,Less than Normal,Heavy,"Jealous,Fearful",Medium,Rough,Sky,Introvert,Strong,Kapha
Medium,Greasy,Grey,"Moist,Greasy",Pinkish,Normal,Pinkish,"Large,White",Medium,Stable,Long Term,Less,Dislike Heat,Anxiety,Changes Slowly,Proper Chewing,Skips Meal,Less than Normal,Healthy,"Forgiving,Grateful",Medium,Fast,Sky,Introvert,Mild,Pitta
Thin and Lean,Dry,Brown,"Soft,Sweating",Pinkish,Overweight,Redish,"Irregular,Blackish",Slow,Stable,Good Memory,Less,Dislike Moist,Anxiety,Changes Quickly,Irregular Chewing,Skips Meal,Normal,Heavy,"Jealous,Fearful",Medium,Deep,Water,Extrovert,Negligible,Kapha
Thin and Lean,Greasy,Grey,"Moist,Greasy",Dark,Normal,Blackish,"Irregular,Blackish",Medium,Aggressive,Long Term,Moderate,Dislike Cold,Calm,Changes Quickly,Irregular Chewing,Irregular,Normal,Heavy,"Forgiving,Grateful",Medium,Fast,Fire,Introvert,Mild,Pitta
Well Built,Normal,Black,"Soft,Sweating",Pinkish,Normal,Pinkish,"Medium,Yellowish",Medium,Aggressive,Short term,Moderate,Dislike Moist,Anger,Changes Slowly,Proper Chewing,Skips Meal,Less than Normal,Weak,"Forgiving,Grateful",Low,Fast,Water,Extrovert,Strong,Pitta
Thin and Lean,Normal,Brown,"Dry,Rough",Pinkish,Normal,Pinkish,"Irregular,Blackish",Medium,Aggressive,Short term,Less,Dislike Cold,Calm,Changes Slowly,Improper Chewing,Irregular,Less than Normal,Weak,"Egoistic,Fearless",Medium,Fast,Fire,Ambivert,Negligible,Pitta
Medium,Greasy,Brown,"Soft,Sweating",Pinkish,Underweight,Pinkish,"Medium,Yellowish",Medium,Stable,Good Memory,Moderate,Dislike Moist,Calm,Constant,Proper Chewing,Sudden and Sharp,Normal,Heavy,"Jealous,Fearful",High,Deep,Fire,Extrovert,Negligible,Kapha
Thin and Lean,Normal,Grey,"Dry,Rough",Pinkish,Normal,Blackish,"Medium,Yellowish",Slow,Aggressive,Long Term,Sleepy,Dislike Heat,Anger,Constant,Proper Chewing,Irregular,Less than Normal,Weak,"Forgiving,Grateful",Low,Fast,Fire,Extrovert,Mild,Kapha
Well Built,Normal,Brown,"Dry,Rough",Dark,Overweight,Blackish,"Irregular,Blackish",Slow,Restless,Long Term,Less,Dislike Heat,Calm,Constant,Proper Chewing,Skips Meal,Less than Normal,Heavy,"Egoistic,Fearless",Medium,Deep,Sky,Extrovert,Mild,Kapha
Thin and Lean,Dry,Brown,"Soft,Sweating",Pinkish,Normal,Blackish,"Large,White",Fast,Stable,Long Term,Moderate,Dislike Heat,Anger,Changes Slowly,Irregular Chewing,Skips Meal,More than Normal,Heavy,"Egoistic,Fearless",High,Deep,Water,Extrovert,Strong,Kapha
Medium,Dry,Grey,"Dry,Rough",Pinkish,Underweight,Blackish,"Irregular,Blackish",Medium,Restless,Good Memory,Moderate,Dislike Heat,Anger,Constant,Proper Chewing,Sudden and Sharp,Less than Normal,Heavy,"Egoistic,Fearless",High,Fast,Sky,Ambivert,Negligible,Pitta
Thin and Lean,Greasy,Brown,"Dry,Rough",Glowing,Normal,Blackish,"Large,White",Slow,Stable,Long Term,Moderate,Dislike Moist,Anger,Changes Slowly,Irregular Chewing,Skips Meal,Less than Normal,Heavy,"Jealous,Fearful",Medium,Fast,Fire,Ambivert,Mild,Kapha
Well Built,Normal,Black,"Soft,Sweating",Pinkish,Underweight,Blackish,"Large,White",Fast,Stable,Good Memory,Moderate,Dislike Moist,Anger,Changes Quickly,Improper Chewing,Irregular,Normal,Heavy,"Egoistic,Fearless",High,Deep,Water,Extrovert,Negligible,Kapha
Well Built,Greasy,Grey,"Dry,Rough",Glowing,Underweight,Blackish,"Medium,Yellowish",Medium,Restless,Good Memory,Sleepy,Dislike Heat,Calm,Changes Quickly,Improper Chewing,Sudden and Sharp,More than Normal,Heavy,"Forgiving,Grateful",Medium,Deep,Fire,Ambivert,Negligible,Pitta
Thin and Lean,Dry,Black,"Moist,Greasy",Pinkish,Normal,Pinkish,"Large,White",Fast,Stable,Long Term,Moderate,Dislike Heat,Anxiety,Changes Slowly,Improper Chewing,Skips Meal,More than Normal,Heavy,"Forgiving,Grateful",Medium,Fast,Water,Introvert,Negligible,Pitta
Thin and Lean,Dry,Black,"Dry,Rough",Dark,Overweight,Pinkish,"Irregular,Blackish",Medium,Aggressive,Good Memory,Less,Dislike Moist,Calm,Changes Slowly,Proper Chewing,Sudden and Sharp,More than Normal,Weak,"Forgiving,Grateful",High,Deep,Fire,Introvert,Negligible,Kapha
Medium,Normal,Black,"Moist,Greasy",Dark,Overweight,Redish,"Irregular,Blackish",Medium,Stable,Short term,Sleepy,Dislike Heat,Calm,Changes Slowly,Improper Chewing,Irregular,More than Normal,Heavy,"Forgiving,Grateful",Medium,Fast,Water,Ambivert,Negligible,Pitta
Thin and Lean,Greasy,Brown,"Soft,Sweating",Pinkish,Overweight,Blackish,"Large,White",Medium,Stable,Good Memory,Less,Dislike Moist,Anxiety,Constant,Proper Chewing,Skips Meal,Less than Normal,Weak,"Forgiving,Grateful",Medium,Fast,Fire,Ambivert,Mild,Pitta
Well Built,Dry,Black,"Moist,Greasy",Pinkish,Overweight,Redish,"Medium,Yellowish",Medium,Stable,Long Term,Moderate,Dislike Cold,Anxiety,Changes Quickly,Improper Chewing,Irregular,Less than Normal,Weak,"Egoistic,Fearless",High,Fast,Water,Ambivert,Strong,Kapha
Thin and Lean,Normal,Grey,"Moist,Greasy",Pinkish,Normal,Blackish,"Medium,Yellowish",Slow,Aggressive,Short term,Less,Dislike Cold,Anxiety,Constant,Improper Chewing,Sudden and Sharp,Normal,Weak,"Forgiving,Grateful",High,Deep,Fire,Introvert,Negligible,Kapha
Thin and Lean,Normal,Black,"Dry,Rough",Pinkish,Normal,Pinkish,"Medium,Yellowish",Slow,Stable,Good Memory,Moderate,Dislike Heat,Anger,Constant,Improper Chewing,Skips Meal,More than Normal,Heavy,"Egoistic,Fearless",Medium,Deep,Fire,Extrovert,Negligible,Kapha
Well Built,Normal,Brown,"Dry,Rough",Pinkish,Underweight,Blackish,"Irregular,Blackish",Slow,Restless,Good Memory,Sleepy,Dislike Moist,Anger,Changes Quickly,Proper Chewing,Irregular,Less than Normal,Healthy,"Forgiving,Grateful",Low,Deep,Water,Introvert,Negligible,Kapha
Well Built,Normal,Grey,"Soft,Sweating",Dark,Normal,Redish,"Irregular,Blackish",Slow,Stable,Long Term,Moderate,Dislike Heat,Anxiety,Constant,Improper Chewing,Skips Meal,Normal,Healthy,"Forgiving,Grateful",Medium,Deep,Water,Ambivert,Negligible,Kapha
Thin and Lean,Dry,Grey,"Soft,Sweating",Pinkish,Overweight,Redish,"Irregular,Blackish",Slow,Stable,Long Term,Moderate,Dislike Cold,Anger,Changes Quickly,Irregular Chewing,Skips Meal,Less than Normal,Weak,"Egoistic,Fearless",Medium,Fast,Water,Ambivert,Mild,Kapha
Thin and Lean,Normal,Brown,"Dry,Rough",Glowing,Overweight,Blackish,"Large,White",Medium,Restless,Short term,Sleepy,Dislike Cold,Calm,Changes Slowly,Improper Chewing,Irregular,Less than Normal,Healthy,"Forgiving,Grateful",High,Deep,Sky,Extrovert,Mild,Kapha
Well Built,Normal,Black,"Moist,Greasy",Glowing,Normal,Redish,"Large,White",Slow,Stable,Short term,Less,Dislike Heat,Calm,Constant,Irregular Chewing,Skips Meal,More than Normal,Healthy,"Egoistic,Fearless",Low,Rough,Water,Introvert,Negligible,Kapha
Medium,Normal,Black,"Soft,Sweating",Glowing,Normal,Redish,"Irregular,Blackish",Fast,Stable,Long Term,Less,Dislike Moist,Calm,Constant,Improper Chewing,Irregular,More than Normal,Weak,"Egoistic,Fearless",Medium,Deep,Water,Introvert,Negligible,Pitta
Well Built,Dry,Black,"Dry,Rough",Glowing,Underweight,Blackish,"Medium,Yellowish",Fast,Aggressive,Short term,Moderate,Dislike Moist,Anger,Constant,Proper Chewing,Skips Meal,Less than Normal,Heavy,"Egoistic,Fearless",Medium,Fast,Sky,Introvert,Mild,Pitta
Medium,Greasy,Black,"Soft,Sweating",Glowing,Underweight,Pinkish,"Irregular,Blackish",Medium,Stable,Good Memory,Sleepy,Dislike Heat,Anger,Changes Slowly,Proper Chewing,Sudden and Sharp,Normal,Healthy,"Forgiving,Grateful",High,Fast,Sky,Extrovert,Negligible,Pitta
Thin and Lean,Normal,Black,"Soft,Sweating",Glowing,Underweight,Redish,"Medium,Yellowish",Fast,Stable,Good Memory,Moderate,Dislike Moist,Anger,Changes Slowly,Proper Chewing,Sudden and Sharp,More than Normal,Healthy,"Jealous,Fearful",Low,Fast,Sky,Ambivert,Strong,Kapha
Well Built,Dry,Black,"Dry,Rough",Pinkish,Underweight,Blackish,"Irregular,Blackish",Slow,Stable,Short term,Less,Dislike Moist,Anger,Changes Quickly,Proper Chewing,Skips Meal,Normal,Heavy,"Jealous,Fearful",High,Deep,Water,Ambivert,Strong,Kapha
Well Built,Dry,Brown,"Soft,Sweating",Dark,Underweight,Pinkish,"Medium,Yellowish",Slow,Stable,Long Term,Less,Dislike Heat,Anger,Constant,Proper Chewing,Sudden and Sharp,Normal,Healthy,"Egoistic,Fearless",High,Rough,Sky,Introvert,Mild,Kapha
Thin and Lean,Normal,Grey,"Soft,Sweating",Pinkish,Overweight,Blackish,"Large,White",Slow,Aggressive,Long Term,Sleepy,Dislike Heat,Calm,Constant,Proper Chewing,Irregular,Normal,Heavy,"Jealous,Fearful",Low,Rough,Fire,Ambivert,Negligible,Kapha
Well Built,Greasy,Grey,"Dry,Rough",Glowing,Normal,Pinkish,"Irregular,Blackish",Fast,Stable,Short term,Sleepy,Dislike Moist,Calm,Changes Quickly,Proper Chewing,Skips Meal,Normal,Weak,"Jealous,Fearful",Low,Deep,Sky,Introvert,Strong,Kapha
Medium,Greasy,Black,"Moist,Greasy",Pinkish,Overweight,Pinkish,"Large,White",Fast,Stable,Good Memory,Sleepy,Dislike Heat,Anxiety,Constant,Irregular Chewing,Irregular,More than Normal,Weak,"Jealous,Fearful",Low,Rough,Fire,Introvert,Strong,Kapha
Medium,Dry,Black,"Moist,Greasy",Glowing,Underweight,Blackish,"Large,White",Medium,Restless,Short term,Sleepy,Dislike Moist,Anxiety,Changes Slowly,Improper Chewing,Irregular,More than Normal,Weak,"Forgiving,Grateful",Medium,Fast,Sky,Introvert,Strong,Pitta
Well Built,Greasy,Brown,"Soft,Sweating",Glowing,Normal,Blackish,"Irregular,Blackish",Medium,Aggressive,Long Term,Sleepy,Dislike Heat,Calm,Changes Slowly,Improper Chewing,Irregular,Less than Normal,Weak,"Egoistic,Fearless",High,Rough,Sky,Ambivert,Strong,Vata
Medium,Normal,Brown,"Soft,Sweating",Glowing,Normal,Blackish,"Large,White",Fast,Restless,Short term,Less,Dislike Heat,Calm,Constant,Improper Chewing,Irregular,More than Normal,Heavy,"Forgiving,Grateful",Medium,Rough,Sky,Extrovert,Negligible,Pitta
Medium,Dry,Black,"Soft,Sweating",Dark,Underweight,Pinkish,"Irregular,Blackish",Fast,Aggressive,Long Term,Moderate,Dislike Heat,Anger,Constant,Improper Chewing,Irregular,Normal,Healthy,"Jealous,Fearful",High,Deep,Sky,Ambivert,Negligible,Kapha
Thin and Lean,Normal,Black,"Dry,Rough",Pinkish,Overweight,Blackish,"Irregular,Blackish",Medium,Aggressive,Good Memory,Sleepy,Dislike Moist,Anxiety,Changes Slowly,Proper Chewing,Skips Meal,Normal,Weak,"Jealous,Fearful",Low,Deep,Sky,Extrovert,Mild,Pitta
Thin and Lean,Greasy,Grey,"Soft,Sweating",Glowing,Normal,Redish,"Medium,Yellowish",Slow,Stable,Good Memory,Moderate,Dislike Cold,Anger,Changes Slowly,Improper Chewing,Irregular,More than Normal,Heavy,"Forgiving,Grateful",High,Deep,Water,Introvert,Negligible,Kapha
Medium,Normal,Black,"Soft,Sweating",Pinkish,Overweight,Pinkish,"Irregular,Blackish",Fast,Aggressive,Short term,Less,Dislike Cold,Calm,Constant,Improper Chewing,Irregular,Less than Normal,Weak,"Jealous,Fearful",High,Deep,Water,Introvert,Mild,Pitta
Thin and Lean,Dry,Brown,"Moist,Greasy",Pinkish,Overweight,Redish,"Large,White",Fast,Stable,Good Memory,Less,Dislike Cold,Anger,Changes Quickly,Irregular Chewing,Irregular,Less than Normal,Healthy,"Forgiving,Grateful",High,Deep,Fire,Ambivert,Strong,Kapha
Well Built,Dry,Black,"Dry,Rough",Dark,Overweight,Pinkish,"Medium,Yellowish",Fast,Stable,Good Memory,Sleepy,Dislike Heat,Anger,Constant,Improper Chewing,Irregular,Normal,Weak,"Forgiving,Grateful",High,Rough,Water,Extrovert,Mild,Vata
Well Built,Dry,Brown,"Moist,Greasy",Dark,Underweight,Redish,"Irregular,Blackish",Slow,Aggressive,Good Memory,Sleepy,Dislike Moist,Calm,Constant,Irregular Chewing,Sudden and Sharp,Normal,Heavy,"Forgiving,Grateful",Low,Deep,Sky,Introvert,Mild,Kapha
Medium,Greasy,Black,"Moist,Greasy",Dark,Normal,Blackish,"Medium,Yellowish",Slow,Restless,Short term,Moderate,Dislike Heat,Calm,Changes Quickly,Irregular Chewing,Sudden and Sharp,More than Normal,Healthy,"Jealous,Fearful",Medium,Fast,Fire,Extrovert,Mild,Pitta
Thin and Lean,Normal,Black,"Soft,Sweating",Pinkish,Normal,Pinkish,"Irregular,Blackish",Fast,Stable,Good Memory,Moderate,Dislike Cold,Anxiety,Constant,Improper Chewing,Sudden and Sharp,More than Normal,Healthy,"Egoistic,Fearless",Low,Fast,Water,Ambivert,Mild,Pitta
Well Built,Normal,Brown,"Moist,Greasy",Glowing,Overweight,Blackish,"Large,White",Medium,Restless,Short term,Sleepy,Dislike Moist,Calm,Constant,Improper Chewing,Irregular,More than Normal,Weak,"Egoistic,Fearless",High,Deep,Water,Ambivert,Strong,Kapha
Thin and Lean,Normal,Brown,"Moist,Greasy",Pinkish,Overweight,Pinkish,"Large,White",Medium,Aggressive,Long Term,Sleepy,Dislike Moist,Calm,Changes Quickly,Proper Chewing,Skips Meal,Normal,Weak,"Forgiving,Grateful",Low,Deep,Water,Introvert,Mild,Pitta
Medium,Normal,Grey,"Soft,Sweating",Pinkish,Underweight,Blackish,"Irregular,Blackish",Medium,Aggressive,Short term,Moderate,Dislike Cold,Calm,Changes Quickly,Improper Chewing,Sudden and Sharp,Normal,Weak,"Forgiving,Grateful",Medium,Fast,Fire,Ambivert,Strong,Pitta
Medium,Greasy,Grey,"Soft,Sweating",Dark,Overweight,Pinkish,"Large,White",Slow,Restless,Good Memory,Less,Dislike Heat,Anger,Changes Slowly,Irregular Chewing,Sudden and Sharp,More than Normal,Heavy,"Forgiving,Grateful",Low,Deep,Fire,Ambivert,Strong,Kapha
Medium,Normal,Black,"Soft,Sweating",Glowing,Normal,Redish,"Large,White",Slow,Restless,Short term,Moderate,Dislike Moist,Calm,Changes Slowly,Irregular Chewing,Sudden and Sharp,More than Normal,Heavy,"Forgiving,Grateful",Medium,Deep,Fire,Extrovert,Negligible,Kapha
Medium,Dry,Brown,"Moist,Greasy",Glowing,Overweight,Redish,"Medium,Yellowish",Slow,Stable,Long Term,Moderate,Dislike Cold,Calm,Constant,Irregular Chewing,Sudden and Sharp,Less than Normal,Weak,"Forgiving,Grateful",Low,Deep,Water,Ambivert,Negligible,Kapha
Thin and Lean,Dry,Grey,"Moist,Greasy",Pinkish,Overweight,Blackish,"Large,White",Slow,Aggressive,Short term,Moderate,Dislike Heat,Anxiety,Constant,Irregular Chewing,Sudden and Sharp,Normal,Heavy,"Jealous,Fearful",Medium,Deep,Sky,Introvert,Negligible,Kapha
Well Built,Greasy,Grey,"Dry,Rough",Glowing,Normal,Blackish,"Irregular,Blackish",Medium,Stable,Long Term,Sleepy,Dislike Cold,Anger,Changes Quickly,Improper Chewing,Sudden and Sharp,Less than Normal,Healthy,"Jealous,Fearful",Medium,Rough,Water,Introvert,Negligible,Pitta
Well Built,Dry,Brown,"Soft,Sweating",Pinkish,Overweight,Blackish,"Large,White",Slow,Restless,Short term,Moderate,Dislike Heat,Anger,Changes Slowly,Proper Chewing,Sudden and Sharp,More than Normal,Healthy,"Forgiving,Grateful",Low,Rough,Sky,Introvert,Strong,Kapha
Well Built,Greasy,Brown,"Soft,Sweating",Dark,Normal,Pinkish,"Large,White",Fast,Stable,Long Term,Sleepy,Dislike Moist,Calm,Changes Slowly,Irregular Chewing,Sudden and Sharp,More than Normal,Weak,"Forgiving,Grateful",High,Deep,Water,Ambivert,Mild,Kapha
Well Built,Dry,Black,"Moist,Greasy",Dark,Normal,Blackish,"Medium,Yellowish",Medium,Aggressive,Good Memory,Less,Dislike Moist,Anger,Changes Slowly,Improper Chewing,Skips Meal,Normal,Heavy,"Egoistic,Fearless",High,Fast,Sky,Extrovert,Mild,Pitta
Thin and Lean,Normal,Black,"Soft,Sweating",Glowing,Normal,Blackish,"Medium,Yellowish",Slow,Aggressive,Good Memory,Moderate,Dislike Cold,Calm,Constant,Irregular Chewing,Irregular,More than Normal,Heavy,"Jealous,Fearful",High,Fast,Sky,Extrovert,Mild,Kapha
Well Built,Dry,Brown,"Soft,Sweating",Glowing,Underweight,Pinkish,"Large,White",Slow,Stable,Long Term,Moderate,Dislike Cold,Calm,Constant,Improper Chewing,Skips Meal,More than Normal,Healthy,"Forgiving,Grateful",Medium,Rough,Water,Introvert,Strong,Kapha
Medium,Dry,Brown,"Soft,Sweating",Pinkish,Underweight,Pinkish,"Irregular,Blackish",Fast,Aggressive,Good Memory,Sleepy,Dislike Moist,Calm,Changes Quickly,Irregular Chewing,Sudden and Sharp,Less than Normal,Weak,"Jealous,Fearful",Medium,Rough,Sky,Introvert,Mild,Pitta
Well Built,Dry,Black,"Soft,Sweating",Dark,Underweight,Pinkish,"Irregular,Blackish",Medium,Aggressive,Good Memory,Less,Dislike Cold,Calm,Changes Quickly,Proper Chewing,Sudden and Sharp,Less than Normal,Heavy,"Jealous,Fearful",High,Deep,Water,Extrovert,Negligible,Kapha
Well Built,Greasy,Brown,"Moist,Greasy",Dark,Overweight,Pinkish,"Medium,Yellowish",Slow,Restless,Good Memory,Sleepy,Dislike Cold,Anger,Changes Slowly,Proper Chewing,Sudden and Sharp,Less than Normal,Heavy,"Forgiving,Grateful",Medium,Deep,Water,Introvert,Negligible,Kapha
Medium,Dry,Grey,"Moist,Greasy",Dark,Overweight,Pinkish,"Irregular,Blackish",Fast,Restless,Good Memory,Moderate,Dislike Moist,Calm,Changes Slowly,Improper Chewing,Irregular,Normal,Heavy,"Egoistic,Fearless",High,Deep,Fire,Extrovert,Mild,Kapha
Well Built,Normal,Brown,"Soft,Sweating",Pinkish,Overweight,Blackish,"Medium,Yellowish",Slow,Aggressive,Good Memory,Sleepy,Dislike Heat,Anxiety,Changes Slowly,Improper Chewing,Irregular,Normal,Healthy,"Jealous,Fearful",Low,Rough,Water,Extrovert,Negligible,Vata
Medium,Normal,Black,"Moist,Greasy",Glowing,Overweight,Blackish,"Medium,Yellowish",Fast,Restless,Short term,Sleepy,Dislike Cold,Anxiety,Changes Slowly,Improper Chewing,Sudden and Sharp,Less than Normal,Weak,"Egoistic,Fearless",High,Deep,Fire,Extrovert,Strong,Pitta
